0	C	M1	8	0	1000
0	C	M2	9	0	1000
0	C	M3	10	0	1000
0	C	M4	11	0	1000
0	C	M5	12	0	1000
0	C	M6	13	0	1000
0	C	M7	14	0	1000
0	C	M8	15	0	1000
0	C	M9	16	0	1000
0	C	M10	17	0	1000
0	C	M11	18	0	1000
0	C	M12	19	0	1000
0	C	M13	20	0	1000
0	C	M14	21	0	1000
0	C	M15	22	0	1000
0	C	M16	23	0	1000
0	C	M17	24	0	1000
0	C	M18	25	0	1000
0	C	M19	26	0	1000
0	C	M20	27	0	1000
0	C	M21	28	0	1000
0	C	M22	29	0	1000
0	C	M23	30	0	1000
0	C	M24	31	0	1000
0	C	M25	32	0	1000
0	C	M26	33	0	1000
300	C	M27	8	0	1000
300	C	M28	9	0	1000
300	C	M29	10	0	1000
300	C	M30	11	0	1000
300	C	M31	12	0	1000
300	C	M32	13	0	1000
300	C	M33	14	0	1000
300	C	M34	15	0	1000
300	C	M35	16	0	1000
300	C	M36	17	0	1000
300	C	M37	18	0	1000
300	C	M38	19	0	1000
300	C	M39	20	0	1000
300	C	M40	21	0	1000
300	C	M41	22	0	1000
300	C	M42	23	0	1000
300	C	M43	24	0	1000
300	C	M44	25	0	1000
300	C	M45	26	0	1000
300	C	M46	27	0	1000
300	C	M47	28	0	1000
300	C	M48	29	0	1000
300	C	M49	30	0	1000
300	C	M50	31	0	1000
300	C	M51	32	0	1000
300	C	M52	33	0	1000
600	C	M53	8	0	1000
600	C	M54	9	0	1000
600	C	M55	10	0	1000
600	C	M56	11	0	1000
600	C	M57	12	0	1000
600	C	M58	13	0	1000
600	C	M59	14	0	1000
600	C	M60	15	0	1000
600	C	M61	16	0	1000
600	C	M62	17	0	1000
600	C	M63	18	0	1000
600	C	M64	19	0	1000
600	C	M65	20	0	1000
600	C	M66	21	0	1000
600	C	M67	22	0	1000
600	C	M68	23	0	1000
600	C	M69	24	0	1000
600	C	M70	25	0	1000
600	C	M71	26	0	1000
600	C	M72	27	0	1000
600	C	M73	28	0	1000
600	C	M74	29	0	1000
600	C	M75	30	0	1000
600	C	M76	31	0	1000
600	C	M77	32	0	1000
600	C	M78	33	0	1000
900	C	M79	8	0	1000
900	C	M80	9	0	1000
900	C	M81	10	0	1000
900	C	M82	11	0	1000
900	C	M83	12	0	1000
900	C	M84	13	0	1000
900	C	M85	14	0	1000
900	C	M86	15	0	1000
900	C	M87	16	0	1000
900	C	M88	17	0	1000
900	C	M89	18	0	1000
900	C	M90	19	0	1000
900	C	M91	20	0	1000
900	C	M92	21	0	1000
900	C	M93	22	0	1000
900	C	M94	23	0	1000
900	C	M95	24	0	1000
900	C	M96	25	0	1000
900	C	M97	26	0	1000
900	C	M98	27	0	1000
900	C	M99	28	0	1000
900	C	M100	29	0	1000
900	C	M101	30	0	1000
900	C	M102	31	0	1000
900	C	M103	32	0	1000
900	C	M104	33	0	1000
1200	C	M105	8	0	1000
1200	C	M106	9	0	1000
1200	C	M107	10	0	1000
1200	C	M108	11	0	1000
1200	C	M109	12	0	1000
1200	C	M110	13	0	1000
1200	C	M111	14	0	1000
1200	C	M112	15	0	1000
1200	C	M113	16	0	1000
1200	C	M114	17	0	1000
1200	C	M115	18	0	1000
1200	C	M116	19	0	1000
1200	C	M117	20	0	1000
1200	C	M118	21	0	1000
1200	C	M119	22	0	1000
1200	C	M120	23	0	1000
1200	C	M121	24	0	1000
1200	C	M122	25	0	1000
1200	C	M123	26	0	1000
1200	C	M124	27	0	1000
1200	C	M125	28	0	1000
1200	C	M126	29	0	1000
1200	C	M127	30	0	1000
1200	C	M128	31	0	1000
1200	C	M129	32	0	1000
1200	C	M130	33	0	1000
1500	C	M131	8	0	1000
1500	C	M132	9	0	1000
1500	C	M133	10	0	1000
1500	C	M134	11	0	1000
1500	C	M135	12	0	1000
1500	C	M136	13	0	1000
1500	C	M137	14	0	1000
1500	C	M138	15	0	1000
1500	C	M139	16	0	1000
1500	C	M140	17	0	1000
1500	C	M141	18	0	1000
1500	C	M142	19	0	1000
