15	C	L0	10	1	128000
15	C	L1	12	1	128000
15	C	L2	13	1	128000
15	C	L3	14	1	128000
15	C	L4	15	1	128000
15	C	L5	18	1	128000
15	C	L6	22	1	128000
15	C	L7	27	1	128000
15	C	L8	28	1	128000
15	C	L9	33	1	128000
15	C	L10	34	1	128000
15	C	L11	35	1	128000
15	C	L12	37	1	128000
15	C	L13	39	1	128000
15	C	L14	41	1	128000
15	C	L15	42	1	128000
15	C	L16	43	1	128000
15	C	L17	44	1	128000
15	C	L18	45	1	128000
150	C	L19	10	1	128000
150	C	L20	12	1	128000
150	C	L21	13	1	128000
150	C	L22	14	1	128000
150	C	L23	15	1	128000
150	C	L24	18	1	128000
150	C	L25	22	1	128000
150	C	L26	27	1	128000
150	C	L27	28	1	128000
150	C	L28	33	1	128000
150	C	L29	34	1	128000
150	C	L30	35	1	128000
150	C	L31	37	1	128000
150	C	L32	39	1	128000
150	C	L33	41	1	128000
150	C	L34	42	1	128000
150	C	L35	43	1	128000
150	C	L36	44	1	128000
150	C	L37	45	1	128000
285	C	L38	10	1	128000
285	C	L39	12	1	128000
285	C	L40	13	1	128000
285	C	L41	14	1	128000
285	C	L42	15	1	128000
285	C	L43	18	1	128000
285	C	L44	22	1	128000
285	C	L45	27	1	128000
285	C	L46	28	1	128000
285	C	L47	33	1	128000
285	C	L48	34	1	128000
285	C	L49	35	1	128000
285	C	L50	37	1	128000
285	C	L51	39	1	128000
285	C	L52	41	1	128000
285	C	L53	42	1	128000
285	C	L54	43	1	128000
285	C	L55	44	1	128000
285	C	L56	45	1	128000
420	C	L57	10	1	128000
420	C	L58	12	1	128000
420	C	L59	13	1	128000
420	C	L60	14	1	128000
420	C	L61	15	1	128000
420	C	L62	18	1	128000
420	C	L63	22	1	128000
420	C	L64	27	1	128000
420	C	L65	28	1	128000
420	C	L66	33	1	128000
420	C	L67	34	1	128000
420	C	L68	35	1	128000
420	C	L69	37	1	128000
420	C	L70	39	1	128000
420	C	L71	41	1	128000
420	C	L72	42	1	128000
420	C	L73	43	1	128000
420	C	L74	44	1	128000
420	C	L75	45	1	128000
555	C	L76	10	1	128000
555	C	L77	12	1	128000
555	C	L78	13	1	128000
555	C	L79	14	1	128000
555	C	L80	15	1	128000
555	C	L81	18	1	128000
555	C	L82	22	1	128000
555	C	L83	27	1	128000
555	C	L84	28	1	128000
555	C	L85	33	1	128000
555	C	L86	34	1	128000
555	C	L87	35	1	128000
555	C	L88	37	1	128000
555	C	L89	39	1	128000
555	C	L90	41	1	128000
555	C	L91	42	1	128000
555	C	L92	43	1	128000
555	C	L93	44	1	128000
555	C	L94	45	1	128000
690	C	L95	10	1	128000
690	C	L96	12	1	128000
690	C	L97	13	1	128000
690	C	L98	14	1	128000
690	C	L99	15	1	128000
690	C	L100	18	1	128000
690	C	L101	22	1	128000
690	C	L102	27	1	128000
690	C	L103	28	1	128000
690	C	L104	33	1	128000
690	C	L105	34	1	128000
690	C	L106	35	1	128000
690	C	L107	37	1	128000
690	C	L108	39	1	128000
690	C	L109	41	1	128000
690	C	L110	42	1	128000
690	C	L111	43	1	128000
690	C	L112	44	1	128000
690	C	L113	45	1	128000
825	C	L114	10	1	128000
825	C	L115	12	1	128000
825	C	L116	13	1	128000
825	C	L117	14	1	128000
825	C	L118	15	1	128000
825	C	L119	18	1	128000
825	C	L120	22	1	128000
825	C	L121	27	1	128000
825	C	L122	28	1	128000
825	C	L123	33	1	128000
825	C	L124	34	1	128000
825	C	L125	35	1	128000
825	C	L126	37	1	128000
825	C	L127	39	1	128000
825	C	L128	41	1	128000
825	C	L129	42	1	128000
825	C	L130	43	1	128000
825	C	L131	44	1	128000
825	C	L132	45	1	128000
960	C	L133	10	1	128000
960	C	L134	12	1	128000
960	C	L135	13	1	128000
960	C	L136	14	1	128000
960	C	L137	15	1	128000
960	C	L138	18	1	128000
960	C	L139	22	1	128000
960	C	L140	27	1	128000
960	C	L141	28	1	128000
960	C	L142	33	1	128000
960	C	L143	34	1	128000
960	C	L144	35	1	128000
960	C	L145	37	1	128000
960	C	L146	39	1	128000
960	C	L147	41	1	128000
960	C	L148	42	1	128000
