0	C	p1	0	143	1000
0	C	p2	1	143	1000
0	C	p3	2	143	1000
0	C	p4	3	143	1000
0	C	p5	4	143	1000
0	C	p6	5	143	1000
0	C	p7	6	143	1000
0	C	p8	7	143	1000
0	C	p9	8	143	1000
0	C	p10	9	143	1000
0	C	p11	10	143	1000
0	C	p12	11	143	1000
0	C	p13	12	143	1000
0	C	p14	13	143	1000
0	C	p15	14	143	1000
0	C	p16	15	143	1000
0	C	p17	16	143	1000
0	C	p18	17	143	1000
0	C	p19	18	143	1000
0	C	p20	19	143	1000
0	C	p21	20	143	1000
0	C	p22	21	143	1000
0	C	p23	22	143	1000
0	C	p24	23	143	1000
0	C	p25	24	143	1000
0	C	p26	25	143	1000
300	C	p27	0	143	1000
300	C	p28	1	143	1000
300	C	p29	2	143	1000
300	C	p30	3	143	1000
300	C	p31	4	143	1000
300	C	p32	5	143	1000
300	C	p33	6	143	1000
300	C	p34	7	143	1000
300	C	p35	8	143	1000
300	C	p36	9	143	1000
300	C	p37	10	143	1000
300	C	p38	11	143	1000
300	C	p39	12	143	1000
300	C	p40	13	143	1000
300	C	p41	14	143	1000
300	C	p42	15	143	1000
300	C	p43	16	143	1000
300	C	p44	17	143	1000
300	C	p45	18	143	1000
300	C	p46	19	143	1000
300	C	p47	20	143	1000
300	C	p48	21	143	1000
300	C	p49	22	143	1000
300	C	p50	23	143	1000
300	C	p51	24	143	1000
300	C	p52	25	143	1000
600	C	p53	0	143	1000
600	C	p54	1	143	1000
600	C	p55	2	143	1000
600	C	p56	3	143	1000
600	C	p57	4	143	1000
600	C	p58	5	143	1000
600	C	p59	6	143	1000
600	C	p60	7	143	1000
600	C	p61	8	143	1000
600	C	p62	9	143	1000
600	C	p63	10	143	1000
600	C	p64	11	143	1000
600	C	p65	12	143	1000
600	C	p66	13	143	1000
600	C	p67	14	143	1000
600	C	p68	15	143	1000
600	C	p69	16	143	1000
600	C	p70	17	143	1000
600	C	p71	18	143	1000
600	C	p72	19	143	1000
600	C	p73	20	143	1000
600	C	p74	21	143	1000
600	C	p75	22	143	1000
600	C	p76	23	143	1000
600	C	p77	24	143	1000
600	C	p78	25	143	1000
900	C	p79	0	143	1000
900	C	p80	1	143	1000
900	C	p81	2	143	1000
900	C	p82	3	143	1000
900	C	p83	4	143	1000
900	C	p84	5	143	1000
900	C	p85	6	143	1000
900	C	p86	7	143	1000
900	C	p87	8	143	1000
900	C	p88	9	143	1000
900	C	p89	10	143	1000
900	C	p90	11	143	1000
900	C	p91	12	143	1000
900	C	p92	13	143	1000
900	C	p93	14	143	1000
900	C	p94	15	143	1000
900	C	p95	16	143	1000
900	C	p96	17	143	1000
900	C	p97	18	143	1000
900	C	p98	19	143	1000
900	C	p99	20	143	1000
900	C	p100	21	143	1000
900	C	p101	22	143	1000
900	C	p102	23	143	1000
900	C	p103	24	143	1000
900	C	p104	25	143	1000
1200	C	p105	0	143	1000
1200	C	p106	1	143	1000
1200	C	p107	2	143	1000
1200	C	p108	3	143	1000
1200	C	p109	4	143	1000
1200	C	p110	5	143	1000
1200	C	p111	6	143	1000
1200	C	p112	7	143	1000
1200	C	p113	8	143	1000
1200	C	p114	9	143	1000
1200	C	p115	10	143	1000
1200	C	p116	11	143	1000
1200	C	p117	12	143	1000
1200	C	p118	13	143	1000
1200	C	p119	14	143	1000
1200	C	p120	15	143	1000
1200	C	p121	16	143	1000
1200	C	p122	17	143	1000
1200	C	p123	18	143	1000
1200	C	p124	19	143	1000
1200	C	p125	20	143	1000
1200	C	p126	21	143	1000
1200	C	p127	22	143	1000
1200	C	p128	23	143	1000
1200	C	p129	24	143	1000
1200	C	p130	25	143	1000
1500	C	p131	0	143	1000
1500	C	p132	1	143	1000
1500	C	p133	2	143	1000
1500	C	p134	3	143	1000
1500	C	p135	4	143	1000
1500	C	p136	5	143	1000
1500	C	p137	6	143	1000
1500	C	p138	7	143	1000
1500	C	p139	8	143	1000
1500	C	p140	9	143	1000
1500	C	p141	10	143	1000
1500	C	p142	11	143	1000
1500	C	p143	12	143	1000
1500	C	p144	13	143	1000
1500	C	p145	14	143	1000
1500	C	p146	15	143	1000
1500	C	p147	16	143	1000
1500	C	p148	17	143	1000
1500	C	p149	18	143	1000
1500	C	p150	19	143	1000
1500	C	p151	20	143	1000
1500	C	p152	21	143	1000
1500	C	p153	22	143	1000
1500	C	p154	23	143	1000
1500	C	p155	24	143	1000
1500	C	p156	25	143	1000
1800	C	p157	0	143	1000
1800	C	p158	1	143	1000
1800	C	p159	2	143	1000
1800	C	p160	3	143	1000
1800	C	p161	4	143	1000
1800	C	p162	5	143	1000
1800	C	p163	6	143	1000
1800	C	p164	7	143	1000
1800	C	p165	8	143	1000
1800	C	p166	9	143	1000
1800	C	p167	10	143	1000
1800	C	p168	11	143	1000
1800	C	p169	12	143	1000
1800	C	p170	13	143	1000
1800	C	p171	14	143	1000
1800	C	p172	15	143	1000
1800	C	p173	16	143	1000
1800	C	p174	17	143	1000
1800	C	p175	18	143	1000
1800	C	p176	19	143	1000
1800	C	p177	20	143	1000
1800	C	p178	21	143	1000
1800	C	p179	22	143	1000
1800	C	p180	23	143	1000
1800	C	p181	24	143	1000
1800	C	p182	25	143	1000
2100	C	p183	0	143	1000
2100	C	p184	1	143	1000
2100	C	p185	2	143	1000
2100	C	p186	3	143	1000
2100	C	p187	4	143	1000
2100	C	p188	5	143	1000
2100	C	p189	6	143	1000
2100	C	p190	7	143	1000
2100	C	p191	8	143	1000
2100	C	p192	9	143	1000
2100	C	p193	10	143	1000
2100	C	p194	11	143	1000
2100	C	p195	12	143	1000
2100	C	p196	13	143	1000
2100	C	p197	14	143	1000
2100	C	p198	15	143	1000
2100	C	p199	16	143	1000
2100	C	p200	17	143	1000
2100	C	p201	18	143	1000
2100	C	p202	19	143	1000
2100	C	p203	20	143	1000
2100	C	p204	21	143	1000
2100	C	p205	22	143	1000
2100	C	p206	23	143	1000
2100	C	p207	24	143	1000
2100	C	p208	25	143	1000
2400	C	p209	0	143	1000
2400	C	p210	1	143	1000
2400	C	p211	2	143	1000
2400	C	p212	3	143	1000
2400	C	p213	4	143	1000
2400	C	p214	5	143	1000
2400	C	p215	6	143	1000
2400	C	p216	7	143	1000
2400	C	p217	8	143	1000
2400	C	p218	9	143	1000
2400	C	p219	10	143	1000
2400	C	p220	11	143	1000
2400	C	p221	12	143	1000
2400	C	p222	13	143	1000
2400	C	p223	14	143	1000
2400	C	p224	15	143	1000
2400	C	p225	16	143	1000
2400	C	p226	17	143	1000
2400	C	p227	18	143	1000
2400	C	p228	19	143	1000
2400	C	p229	20	143	1000
2400	C	p230	21	143	1000
2400	C	p231	22	143	1000
2400	C	p232	23	143	1000
2400	C	p233	24	143	1000
2400	C	p234	25	143	1000
2700	C	p235	0	143	1000
2700	C	p236	1	143	1000
2700	C	p237	2	143	1000
2700	C	p238	3	143	1000
2700	C	p239	4	143	1000
2700	C	p240	5	143	1000
2700	C	p241	6	143	1000
2700	C	p242	7	143	1000
2700	C	p243	8	143	1000
2700	C	p244	9	143	1000
2700	C	p245	10	143	1000
2700	C	p246	11	143	1000
2700	C	p247	12	143	1000
2700	C	p248	13	143	1000
2700	C	p249	14	143	1000
2700	C	p250	15	143	1000
2700	C	p251	16	143	1000
2700	C	p252	17	143	1000
2700	C	p253	18	143	1000
2700	C	p254	19	143	1000
2700	C	p255	20	143	1000
2700	C	p256	21	143	1000
2700	C	p257	22	143	1000
2700	C	p258	23	143	1000
2700	C	p259	24	143	1000
2700	C	p260	25	143	1000
3000	C	p261	0	143	1000
3000	C	p262	1	143	1000
3000	C	p263	2	143	1000
3000	C	p264	3	143	1000
3000	C	p265	4	143	1000
3000	C	p266	5	143	1000
3000	C	p267	6	143	1000
3000	C	p268	7	143	1000
3000	C	p269	8	143	1000
3000	C	p270	9	143	1000
3000	C	p271	10	143	1000
3000	C	p272	11	143	1000
3000	C	p273	12	143	1000
3000	C	p274	13	143	1000
3000	C	p275	14	143	1000
3000	C	p276	15	143	1000
3000	C	p277	16	143	1000
3000	C	p278	17	143	1000
3000	C	p279	18	143	1000
3000	C	p280	19	143	1000
3000	C	p281	20	143	1000
3000	C	p282	21	143	1000
3000	C	p283	22	143	1000
3000	C	p284	23	143	1000
3000	C	p285	24	143	1000
3000	C	p286	25	143	1000
3300	C	p287	0	143	1000
3300	C	p288	1	143	1000
3300	C	p289	2	143	1000
3300	C	p290	3	143	1000
